"","Player","Team","Pos","TOI","type_name","raw_value","percentile","category"
"1","Aaron Ekblad","FLA","D",294,"PE60",4.3,86.4,"Entries"
"2","Aaron Ekblad","FLA","D",294,"PX60",9.6,54.6,"Exits"
"3","Aaron Ekblad","FLA","D",294,"PEA60",13.1,49.9,"Entries Allowed"
"4","Aaron Ekblad","FLA","D",294,"iSF60",11.9,73.5,"Shot Contributions"
"5","Aaron Ekblad","FLA","D",294,"isA60",12.9,90.3,"Shot Contributions"
"6","Aaron Ekblad","FLA","D",294,"PEperc",51.2,90.9,"Entries"
"7","Aaron Ekblad","FLA","D",294,"PXperc",43.9,42,"Exits"
"8","Aaron Ekblad","FLA","D",294,"PEAperc",62.7,78.5,"Entries Allowed"
"9","Adam Fox","NYR","D",309,"PE60",3.5,73.9,"Entries"
"10","Adam Fox","NYR","D",309,"PX60",14.9,97,"Exits"
"11","Adam Fox","NYR","D",309,"PEA60",9.7,89.8,"Entries Allowed"
"12","Adam Fox","NYR","D",309,"iSF60",8.7,29,"Shot Contributions"
"13","Adam Fox","NYR","D",309,"isA60",15.7,98.8,"Shot Contributions"
"14","Adam Fox","NYR","D",309,"PEperc",47.4,86,"Entries"
"15","Adam Fox","NYR","D",309,"PXperc",59.7,92.6,"Exits"
"16","Adam Fox","NYR","D",309,"PEAperc",71.4,32.6,"Entries Allowed"
"17","Adam Gaudette","VAN","F",186,"PE60",8.7,37.6,"Entries"
"18","Adam Gaudette","VAN","F",186,"PX60",8.4,52,"Exits"
"19","Adam Gaudette","VAN","F",186,"iSF60",9,37.4,"Shot Contributions"
"20","Adam Gaudette","VAN","F",186,"isA60",12.2,34.6,"Shot Contributions"
"21","Adam Gaudette","VAN","F",186,"PEperc",57.4,67.2,"Entries"
"22","Adam Gaudette","VAN","F",186,"PXperc",60.5,61.3,"Exits"
"23","Adam Henrique","ANA","F",230,"PE60",6.5,17.1,"Entries"
"24","Adam Henrique","ANA","F",230,"PX60",5,8.3,"Exits"
"25","Adam Henrique","ANA","F",230,"iSF60",7.3,20,"Shot Contributions"
"26","Adam Henrique","ANA","F",230,"isA60",14.6,54.5,"Shot Contributions"
"27","Adam Henrique","ANA","F",230,"PEperc",48.1,38.1,"Entries"
"28","Adam Henrique","ANA","F",230,"PXperc",42.2,7.7,"Exits"
"29","Adam Larsson","EDM","D",230,"PE60",1.3,27.2,"Entries"
"30","Adam Larsson","EDM","D",230,"PX60",7,22.9,"Exits"
"31","Adam Larsson","EDM","D",230,"PEA60",14.1,35.5,"Entries Allowed"
"32","Adam Larsson","EDM","D",230,"iSF60",9.1,34.2,"Shot Contributions"
"33","Adam Larsson","EDM","D",230,"isA60",5.5,11.2,"Shot Contributions"
"34","Adam Larsson","EDM","D",230,"PEperc",18.5,20.6,"Entries"
"35","Adam Larsson","EDM","D",230,"PXperc",35.1,13,"Exits"
"36","Adam Larsson","EDM","D",230,"PEAperc",60,88.1,"Entries Allowed"
"37","Adam Lowry","WPG","F",181,"PE60",9.9,52.1,"Entries"
"38","Adam Lowry","WPG","F",181,"PX60",8.3,50.6,"Exits"
"39","Adam Lowry","WPG","F",181,"iSF60",8.3,29.4,"Shot Contributions"
"40","Adam Lowry","WPG","F",181,"isA60",14.9,57.1,"Shot Contributions"
"41","Adam Lowry","WPG","F",181,"PEperc",56.6,64.7,"Entries"
"42","Adam Lowry","WPG","F",181,"PXperc",53.2,34.6,"Exits"
"43","Adam Pelech","NYI","D",224,"PE60",2.4,50.9,"Entries"
"44","Adam Pelech","NYI","D",224,"PX60",8.6,40.7,"Exits"
"45","Adam Pelech","NYI","D",224,"PEA60",16,13.2,"Entries Allowed"
"46","Adam Pelech","NYI","D",224,"iSF60",8.8,30.2,"Shot Contributions"
"47","Adam Pelech","NYI","D",224,"isA60",8.6,43.2,"Shot Contributions"
"48","Adam Pelech","NYI","D",224,"PEperc",31,50.1,"Entries"
"49","Adam Pelech","NYI","D",224,"PXperc",49.2,63.8,"Exits"
"50","Adam Pelech","NYI","D",224,"PEAperc",71.4,32.6,"Entries Allowed"
"51","Adrian Kempe","L.A","F",133,"PE60",11.3,67,"Entries"
"52","Adrian Kempe","L.A","F",133,"PX60",6.3,20.7,"Exits"
"53","Adrian Kempe","L.A","F",133,"iSF60",12.2,73.8,"Shot Contributions"
"54","Adrian Kempe","L.A","F",133,"isA60",9.5,16.2,"Shot Contributions"
"55","Adrian Kempe","L.A","F",133,"PEperc",58.1,69.2,"Entries"
"56","Adrian Kempe","L.A","F",133,"PXperc",58.3,53.5,"Exits"
"57","Alec Martinez","L.A/VGK","D",162,"PE60",1.9,38.5,"Entries"
"58","Alec Martinez","L.A/VGK","D",162,"PX60",8.5,40.3,"Exits"
"59","Alec Martinez","L.A/VGK","D",162,"PEA60",10,87.6,"Entries Allowed"
"60","Alec Martinez","L.A/VGK","D",162,"iSF60",9.3,36.3,"Shot Contributions"
"61","Alec Martinez","L.A/VGK","D",162,"isA60",8.5,42.8,"Shot Contributions"
"62","Alec Martinez","L.A/VGK","D",162,"PEperc",38.5,68.9,"Entries"
"63","Alec Martinez","L.A/VGK","D",162,"PXperc",54.8,82.5,"Exits"
"64","Alec Martinez","L.A/VGK","D",162,"PEAperc",64.3,71.6,"Entries Allowed"
"65","Aleksander Barkov","FLA","F",233,"PE60",15.7,95.9,"Entries"
"66","Aleksander Barkov","FLA","F",233,"PX60",10.8,85.9,"Exits"
"67","Aleksander Barkov","FLA","F",233,"iSF60",9.8,46.4,"Shot Contributions"
"68","Aleksander Barkov","FLA","F",233,"isA60",23.9,98.2,"Shot Contributions"
"69","Aleksander Barkov","FLA","F",233,"PEperc",75.3,96.9,"Entries"
"70","Aleksander Barkov","FLA","F",233,"PXperc",68.9,85.9,"Exits"
"71","Alex Chiasson","EDM","F",261,"PE60",5.7,12,"Entries"
"72","Alex Chiasson","EDM","F",261,"PX60",4.4,5.1,"Exits"
"73","Alex Chiasson","EDM","F",261,"iSF60",8.5,31.8,"Shot Contributions"
"74","Alex Chiasson","EDM","F",261,"isA60",12,32.5,"Shot Contributions"
"75","Alex Chiasson","EDM","F",261,"PEperc",41,19.2,"Entries"
"76","Alex Chiasson","EDM","F",261,"PXperc",35.8,2.1,"Exits"
"77","Alex Debrincat","CHI","F",240,"PE60",13.7,87.8,"Entries"
"78","Alex Debrincat","CHI","F",240,"PX60",13.7,99,"Exits"
"79","Alex Debrincat","CHI","F",240,"iSF60",17.5,98.8,"Shot Contributions"
"80","Alex Debrincat","CHI","F",240,"isA60",13.2,42.9,"Shot Contributions"
"81","Alex Debrincat","CHI","F",240,"PEperc",59.8,73.6,"Entries"
"82","Alex Debrincat","CHI","F",240,"PXperc",65.5,77.6,"Exits"
"83","Alex Galchenyuk","MIN/PIT","F",176,"PE60",8.9,39.6,"Entries"
"84","Alex Galchenyuk","MIN/PIT","F",176,"PX60",8.5,54.7,"Exits"
"85","Alex Galchenyuk","MIN/PIT","F",176,"iSF60",9.9,47.8,"Shot Contributions"
"86","Alex Galchenyuk","MIN/PIT","F",176,"isA60",15.7,63.5,"Shot Contributions"
"87","Alex Galchenyuk","MIN/PIT","F",176,"PEperc",60.5,75.4,"Entries"
"88","Alex Galchenyuk","MIN/PIT","F",176,"PXperc",58.1,52.7,"Exits"
"89","Alex Goligoski","ARI","D",309,"PE60",1.4,28.3,"Entries"
"90","Alex Goligoski","ARI","D",309,"PX60",8.3,38.1,"Exits"
"91","Alex Goligoski","ARI","D",309,"PEA60",15.1,21.8,"Entries Allowed"
"92","Alex Goligoski","ARI","D",309,"iSF60",7.4,14.4,"Shot Contributions"
"93","Alex Goligoski","ARI","D",309,"isA60",8.7,45.7,"Shot Contributions"
"94","Alex Goligoski","ARI","D",309,"PEperc",25,34.6,"Entries"
"95","Alex Goligoski","ARI","D",309,"PXperc",45.7,49.6,"Exits"
"96","Alex Goligoski","ARI","D",309,"PEAperc",70.3,38.8,"Entries Allowed"
"97","Alex Iafallo","L.A","F",146,"PE60",7.8,28.2,"Entries"
"98","Alex Iafallo","L.A","F",146,"PX60",9.9,75,"Exits"
"99","Alex Iafallo","L.A","F",146,"iSF60",6.6,14.3,"Shot Contributions"
"100","Alex Iafallo","L.A","F",146,"isA60",9,14,"Shot Contributions"
"101","Alex Iafallo","L.A","F",146,"PEperc",46.3,32.9,"Entries"
"102","Alex Iafallo","L.A","F",146,"PXperc",61.5,65.1,"Exits"
"103","Alex Killorn","T.B","F",205,"PE60",9.4,45.2,"Entries"
"104","Alex Killorn","T.B","F",205,"PX60",9.9,76.1,"Exits"
"105","Alex Killorn","T.B","F",205,"iSF60",11.4,65.7,"Shot Contributions"
"106","Alex Killorn","T.B","F",205,"isA60",17.2,75,"Shot Contributions"
"107","Alex Killorn","T.B","F",205,"PEperc",41,19.3,"Entries"
"108","Alex Killorn","T.B","F",205,"PXperc",63,69.9,"Exits"
"109","Alex Nylander","CHI","F",183,"PE60",12.8,81.1,"Entries"
"110","Alex Nylander","CHI","F",183,"PX60",11.1,88.8,"Exits"
"111","Alex Nylander","CHI","F",183,"iSF60",9.8,47,"Shot Contributions"
"112","Alex Nylander","CHI","F",183,"isA60",12.8,39,"Shot Contributions"
"113","Alex Nylander","CHI","F",183,"PEperc",60,74.2,"Entries"
"114","Alex Nylander","CHI","F",183,"PXperc",79.1,97.9,"Exits"
"115","Alex Ovechkin","WSH","F",281,"PE60",16.9,98.2,"Entries"
"116","Alex Ovechkin","WSH","F",281,"PX60",5.6,12.9,"Exits"
"117","Alex Ovechkin","WSH","F",281,"iSF60",18.8,99.6,"Shot Contributions"
"118","Alex Ovechkin","WSH","F",281,"isA60",9.8,18.2,"Shot Contributions"
"119","Alex Ovechkin","WSH","F",281,"PEperc",73.8,96,"Entries"
"120","Alex Ovechkin","WSH","F",281,"PXperc",56.5,46.7,"Exits"
"121","Alex Pietrangelo","STL","D",348,"PE60",4.5,88.6,"Entries"
"122","Alex Pietrangelo","STL","D",348,"PX60",12.1,82.5,"Exits"
"123","Alex Pietrangelo","STL","D",348,"PEA60",11.7,69.3,"Entries Allowed"
"124","Alex Pietrangelo","STL","D",348,"iSF60",13.3,87.9,"Shot Contributions"
"125","Alex Pietrangelo","STL","D",348,"isA60",11.6,80.2,"Shot Contributions"
"126","Alex Pietrangelo","STL","D",348,"PEperc",44.8,81.9,"Entries"
"127","Alex Pietrangelo","STL","D",348,"PXperc",51.1,70.9,"Exits"
"128","Alex Pietrangelo","STL","D",348,"PEAperc",64.8,69.2,"Entries Allowed"
"129","Alexander Edler","VAN","D",326,"PE60",0.7,17.7,"Entries"
"130","Alexander Edler","VAN","D",326,"PX60",7.7,30.4,"Exits"
"131","Alexander Edler","VAN","D",326,"PEA60",16,13.6,"Entries Allowed"
"132","Alexander Edler","VAN","D",326,"iSF60",9.6,40.5,"Shot Contributions"
"133","Alexander Edler","VAN","D",326,"isA60",12.5,87.9,"Shot Contributions"
"134","Alexander Edler","VAN","D",326,"PEperc",10.3,8.6,"Entries"
"135","Alexander Edler","VAN","D",326,"PXperc",33.1,9.1,"Exits"
"136","Alexander Edler","VAN","D",326,"PEAperc",72.5,27.3,"Entries Allowed"
"137","Alexander Kerfoot","TOR","F",216,"PE60",6.7,18.3,"Entries"
"138","Alexander Kerfoot","TOR","F",216,"PX60",9.2,65.4,"Exits"
"139","Alexander Kerfoot","TOR","F",216,"iSF60",5,6.2,"Shot Contributions"
"140","Alexander Kerfoot","TOR","F",216,"isA60",17,73.2,"Shot Contributions"
"141","Alexander Kerfoot","TOR","F",216,"PEperc",40,17.1,"Entries"
"142","Alexander Kerfoot","TOR","F",216,"PXperc",52.4,31.8,"Exits"
"143","Alexander Radulov","DAL","F",222,"PE60",9.8,49.8,"Entries"
"144","Alexander Radulov","DAL","F",222,"PX60",5.4,11.7,"Exits"
"145","Alexander Radulov","DAL","F",222,"iSF60",10.3,52.7,"Shot Contributions"
"146","Alexander Radulov","DAL","F",222,"isA60",12.2,34.3,"Shot Contributions"
"147","Alexander Radulov","DAL","F",222,"PEperc",50,44,"Entries"
"148","Alexander Radulov","DAL","F",222,"PXperc",52.6,32.7,"Exits"
"149","Alexander Steen","STL","F",126,"PE60",6.2,14.8,"Entries"
"150","Alexander Steen","STL","F",126,"PX60",7.6,39.7,"Exits"
"151","Alexander Steen","STL","F",126,"iSF60",9.1,37.9,"Shot Contributions"
"152","Alexander Steen","STL","F",126,"isA60",7.1,6.9,"Shot Contributions"
"153","Alexander Steen","STL","F",126,"PEperc",33.3,6.9,"Entries"
"154","Alexander Steen","STL","F",126,"PXperc",53.3,35.1,"Exits"
"155","Alexander Wennberg","CBJ","F",339,"PE60",8,29.8,"Entries"
"156","Alexander Wennberg","CBJ","F",339,"PX60",8.1,48.1,"Exits"
"157","Alexander Wennberg","CBJ","F",339,"iSF60",5.7,9,"Shot Contributions"
"158","Alexander Wennberg","CBJ","F",339,"isA60",16.6,70.7,"Shot Contributions"
"159","Alexander Wennberg","CBJ","F",339,"PEperc",48.9,40.6,"Entries"
"160","Alexander Wennberg","CBJ","F",339,"PXperc",66.7,80.8,"Exits"
"161","Alexandre Texier","CBJ","F",257,"PE60",7.2,22.8,"Entries"
"162","Alexandre Texier","CBJ","F",257,"PX60",7.2,33.4,"Exits"
"163","Alexandre Texier","CBJ","F",257,"iSF60",8.4,30.5,"Shot Contributions"
"164","Alexandre Texier","CBJ","F",257,"isA60",11.7,30.2,"Shot Contributions"
"165","Alexandre Texier","CBJ","F",257,"PEperc",45.6,30.8,"Entries"
"166","Alexandre Texier","CBJ","F",257,"PXperc",53.4,35.5,"Exits"
"167","Anders Bjork","BOS","F",165,"PE60",12.7,80.7,"Entries"
"168","Anders Bjork","BOS","F",165,"PX60",8.4,51.9,"Exits"
"169","Anders Bjork","BOS","F",165,"iSF60",6.9,16.8,"Shot Contributions"
"170","Anders Bjork","BOS","F",165,"isA60",12.7,38.5,"Shot Contributions"
"171","Anders Bjork","BOS","F",165,"PEperc",49.3,41.8,"Entries"
"172","Anders Bjork","BOS","F",165,"PXperc",62.2,67.3,"Exits"
"173","Anders Lee","NYI","F",275,"PE60",7.2,22.6,"Entries"
"174","Anders Lee","NYI","F",275,"PX60",5.9,16.1,"Exits"
"175","Anders Lee","NYI","F",275,"iSF60",10.5,54.8,"Shot Contributions"
"176","Anders Lee","NYI","F",275,"isA60",9.6,16.9,"Shot Contributions"
"177","Anders Lee","NYI","F",275,"PEperc",46.5,33.3,"Entries"
"178","Anders Lee","NYI","F",275,"PXperc",56.2,45.7,"Exits"
"179","Andre Burakovsky","COL","F",153,"PE60",10.6,59.7,"Entries"
"180","Andre Burakovsky","COL","F",153,"PX60",8.2,50,"Exits"
"181","Andre Burakovsky","COL","F",153,"iSF60",9,37.6,"Shot Contributions"
"182","Andre Burakovsky","COL","F",153,"isA60",11.4,28.2,"Shot Contributions"
"183","Andre Burakovsky","COL","F",153,"PEperc",73,95.4,"Entries"
"184","Andre Burakovsky","COL","F",153,"PXperc",63.6,72.1,"Exits"
"185","Andreas Athanasiou","DET/EDM","F",157,"PE60",8.8,38.9,"Entries"
"186","Andreas Athanasiou","DET/EDM","F",157,"PX60",6.5,23.2,"Exits"
"187","Andreas Athanasiou","DET/EDM","F",157,"iSF60",8.8,35,"Shot Contributions"
"188","Andreas Athanasiou","DET/EDM","F",157,"isA60",6.5,5.3,"Shot Contributions"
"189","Andreas Athanasiou","DET/EDM","F",157,"PEperc",54.8,59.1,"Entries"
"190","Andreas Athanasiou","DET/EDM","F",157,"PXperc",56.7,47.2,"Exits"
"191","Andreas Johnsson","TOR","F",164,"PE60",7.7,27.3,"Entries"
"192","Andreas Johnsson","TOR","F",164,"PX60",5.5,12.4,"Exits"
"193","Andreas Johnsson","TOR","F",164,"iSF60",9.2,39.2,"Shot Contributions"
"194","Andreas Johnsson","TOR","F",164,"isA60",10.3,20.8,"Shot Contributions"
"195","Andreas Johnsson","TOR","F",164,"PEperc",53.8,56.2,"Entries"
"196","Andreas Johnsson","TOR","F",164,"PXperc",62.5,68.4,"Exits"
"197","Andrei Svechnikov","CAR","F",334,"PE60",11.7,71.3,"Entries"
"198","Andrei Svechnikov","CAR","F",334,"PX60",9.5,70.5,"Exits"
"199","Andrei Svechnikov","CAR","F",334,"iSF60",13.7,86.3,"Shot Contributions"
"200","Andrei Svechnikov","CAR","F",334,"isA60",17.8,78.7,"Shot Contributions"
"201","Andrei Svechnikov","CAR","F",334,"PEperc",69.9,92.5,"Entries"
"202","Andrei Svechnikov","CAR","F",334,"PXperc",60.2,60.4,"Exits"
"203","Andrej Sekera","DAL","D",242,"PE60",0.5,14.4,"Entries"
"204","Andrej Sekera","DAL","D",242,"PX60",5.5,10.4,"Exits"
"205","Andrej Sekera","DAL","D",242,"PEA60",11.2,76.2,"Entries Allowed"
"206","Andrej Sekera","DAL","D",242,"iSF60",8.4,25.5,"Shot Contributions"
"207","Andrej Sekera","DAL","D",242,"isA60",6.2,16.7,"Shot Contributions"
"208","Andrej Sekera","DAL","D",242,"PEperc",20,23.4,"Entries"
"209","Andrej Sekera","DAL","D",242,"PXperc",34.9,12.7,"Exits"
"210","Andrej Sekera","DAL","D",242,"PEAperc",57,94.7,"Entries Allowed"
"211","Andrew Cogliano","DAL","F",161,"PE60",3.7,3.8,"Entries"
"212","Andrew Cogliano","DAL","F",161,"PX60",8.6,55.3,"Exits"
"213","Andrew Cogliano","DAL","F",161,"iSF60",5.2,7,"Shot Contributions"
"214","Andrew Cogliano","DAL","F",161,"isA60",8.6,11.9,"Shot Contributions"
"215","Andrew Cogliano","DAL","F",161,"PEperc",22.2,0.9,"Entries"
"216","Andrew Cogliano","DAL","F",161,"PXperc",46.9,16.2,"Exits"
"217","Andrew Copp","WPG","F",200,"PE60",10.8,61.8,"Entries"
"218","Andrew Copp","WPG","F",200,"PX60",8.7,57.5,"Exits"
"219","Andrew Copp","WPG","F",200,"iSF60",10.5,55.1,"Shot Contributions"
"220","Andrew Copp","WPG","F",200,"isA60",16.2,67.4,"Shot Contributions"
"221","Andrew Copp","WPG","F",200,"PEperc",46.8,34.1,"Entries"
"222","Andrew Copp","WPG","F",200,"PXperc",56.9,47.9,"Exits"
"223","Andrew Mangiapane","CGY","F",181,"PE60",13.9,88.7,"Entries"
"224","Andrew Mangiapane","CGY","F",181,"PX60",6.9,29.2,"Exits"
"225","Andrew Mangiapane","CGY","F",181,"iSF60",12.2,74.5,"Shot Contributions"
"226","Andrew Mangiapane","CGY","F",181,"isA60",15.2,59.6,"Shot Contributions"
"227","Andrew Mangiapane","CGY","F",181,"PEperc",64.6,84.6,"Entries"
"228","Andrew Mangiapane","CGY","F",181,"PXperc",61.8,65.9,"Exits"
"229","Andrew Shaw","CHI","F",126,"PE60",10.5,57.9,"Entries"
"230","Andrew Shaw","CHI","F",126,"PX60",6.2,19.2,"Exits"
"231","Andrew Shaw","CHI","F",126,"iSF60",5.2,7,"Shot Contributions"
"232","Andrew Shaw","CHI","F",126,"isA60",10,19,"Shot Contributions"
"233","Andrew Shaw","CHI","F",126,"PEperc",57.9,68.5,"Entries"
"234","Andrew Shaw","CHI","F",126,"PXperc",54.2,38,"Exits"
"235","Andy Greene","N.J/NYI","D",190,"PE60",1.3,26.6,"Entries"
"236","Andy Greene","N.J/NYI","D",190,"PX60",8.5,40.7,"Exits"
"237","Andy Greene","N.J/NYI","D",190,"PEA60",16.5,10.1,"Entries Allowed"
"238","Andy Greene","N.J/NYI","D",190,"iSF60",9.8,44.3,"Shot Contributions"
"239","Andy Greene","N.J/NYI","D",190,"isA60",7.3,27.4,"Shot Contributions"
"240","Andy Greene","N.J/NYI","D",190,"PEperc",20,23.4,"Entries"
"241","Andy Greene","N.J/NYI","D",190,"PXperc",48.2,59.8,"Exits"
"242","Andy Greene","N.J/NYI","D",190,"PEAperc",72.2,28.7,"Entries Allowed"
"243","Anthony Beauvillier","NYI","F",248,"PE60",9.7,48.7,"Entries"
"244","Anthony Beauvillier","NYI","F",248,"PX60",8.7,57.4,"Exits"
"245","Anthony Beauvillier","NYI","F",248,"iSF60",7.7,23.8,"Shot Contributions"
"246","Anthony Beauvillier","NYI","F",248,"isA60",11.6,29.7,"Shot Contributions"
"247","Anthony Beauvillier","NYI","F",248,"PEperc",41.7,20.7,"Entries"
"248","Anthony Beauvillier","NYI","F",248,"PXperc",55.4,42.4,"Exits"
"249","Anthony Bitetto","WPG","D",168,"PE60",1.4,29.7,"Entries"
"250","Anthony Bitetto","WPG","D",168,"PX60",5.7,12,"Exits"
"251","Anthony Bitetto","WPG","D",168,"PEA60",11.4,73.1,"Entries Allowed"
"252","Anthony Bitetto","WPG","D",168,"iSF60",10.4,52.6,"Shot Contributions"
"253","Anthony Bitetto","WPG","D",168,"isA60",6.1,15.6,"Shot Contributions"
"254","Anthony Bitetto","WPG","D",168,"PEperc",16,16.2,"Entries"
"255","Anthony Bitetto","WPG","D",168,"PXperc",39,23.8,"Exits"
"256","Anthony Bitetto","WPG","D",168,"PEAperc",69.6,42.7,"Entries Allowed"
"257","Anthony Cirelli","T.B","F",251,"PE60",11.5,69,"Entries"
"258","Anthony Cirelli","T.B","F",251,"PX60",9.3,67.2,"Exits"
"259","Anthony Cirelli","T.B","F",251,"iSF60",8.6,32.6,"Shot Contributions"
"260","Anthony Cirelli","T.B","F",251,"isA60",17.2,74.6,"Shot Contributions"
"261","Anthony Cirelli","T.B","F",251,"PEperc",50.5,45.7,"Entries"
"262","Anthony Cirelli","T.B","F",251,"PXperc",68.4,85,"Exits"
"263","Anthony Duclair","OTT","F",104,"PE60",13.3,85.2,"Entries"
"264","Anthony Duclair","OTT","F",104,"PX60",9.9,75,"Exits"
"265","Anthony Duclair","OTT","F",104,"iSF60",15.6,95.5,"Shot Contributions"
"266","Anthony Duclair","OTT","F",104,"isA60",8.1,10.1,"Shot Contributions"
"267","Anthony Duclair","OTT","F",104,"PEperc",63.9,83.1,"Entries"
"268","Anthony Duclair","OTT","F",104,"PXperc",63,69.9,"Exits"
"269","Anton Stralman","FLA","D",282,"PE60",1.3,26.8,"Entries"
"270","Anton Stralman","FLA","D",282,"PX60",10,59.7,"Exits"
"271","Anton Stralman","FLA","D",282,"PEA60",13.6,41.9,"Entries Allowed"
"272","Anton Stralman","FLA","D",282,"iSF60",8.1,21.3,"Shot Contributions"
"273","Anton Stralman","FLA","D",282,"isA60",12.1,85.1,"Shot Contributions"
"274","Anton Stralman","FLA","D",282,"PEperc",25,34.6,"Entries"
"275","Anton Stralman","FLA","D",282,"PXperc",56,85.5,"Exits"
"276","Anton Stralman","FLA","D",282,"PEAperc",69.6,42.7,"Entries Allowed"
"277","Anze Kopitar","L.A","F",161,"PE60",11.6,70.1,"Entries"
"278","Anze Kopitar","L.A","F",161,"PX60",6.7,26,"Exits"
"279","Anze Kopitar","L.A","F",161,"iSF60",6.7,15.4,"Shot Contributions"
"280","Anze Kopitar","L.A","F",161,"isA60",17.9,79.4,"Shot Contributions"
"281","Anze Kopitar","L.A","F",161,"PEperc",62,79.1,"Entries"
"282","Anze Kopitar","L.A","F",161,"PXperc",54.5,39.4,"Exits"
"283","Artemi Panarin","NYR","F",292,"PE60",17.5,98.8,"Entries"
"284","Artemi Panarin","NYR","F",292,"PX60",14.2,99.4,"Exits"
"285","Artemi Panarin","NYR","F",292,"iSF60",13.6,85.6,"Shot Contributions"
"286","Artemi Panarin","NYR","F",292,"isA60",23.2,97.5,"Shot Contributions"
"287","Artemi Panarin","NYR","F",292,"PEperc",71.4,94.1,"Entries"
"288","Artemi Panarin","NYR","F",292,"PXperc",69.7,87.6,"Exits"
"289","Artturi Lehkonen","MTL","F",156,"PE60",7.7,27.1,"Entries"
"290","Artturi Lehkonen","MTL","F",156,"PX60",8.8,59.7,"Exits"
"291","Artturi Lehkonen","MTL","F",156,"iSF60",11.5,67.1,"Shot Contributions"
"292","Artturi Lehkonen","MTL","F",156,"isA60",9.2,14.9,"Shot Contributions"
"293","Artturi Lehkonen","MTL","F",156,"PEperc",45.5,30.4,"Entries"
"294","Artturi Lehkonen","MTL","F",156,"PXperc",51.1,27.7,"Exits"
"295","Austin Wagner","L.A","F",107,"PE60",9.5,47,"Entries"
"296","Austin Wagner","L.A","F",107,"PX60",6.7,25.9,"Exits"
"297","Austin Wagner","L.A","F",107,"iSF60",11.2,63.3,"Shot Contributions"
"298","Austin Wagner","L.A","F",107,"isA60",10.1,19.5,"Shot Contributions"
"299","Austin Wagner","L.A","F",107,"PEperc",53.1,54,"Entries"
"300","Austin Wagner","L.A","F",107,"PXperc",38.7,3.9,"Exits"
"301","Austin Watson","NSH","F",142,"PE60",4.7,6.7,"Entries"
"302","Austin Watson","NSH","F",142,"PX60",6.3,21.2,"Exits"
"303","Austin Watson","NSH","F",142,"iSF60",5.5,8.2,"Shot Contributions"
"304","Austin Watson","NSH","F",142,"isA60",5.1,2.7,"Shot Contributions"
"305","Austin Watson","NSH","F",142,"PEperc",44,26.4,"Entries"
"306","Austin Watson","NSH","F",142,"PXperc",40.5,5.6,"Exits"
"307","Auston Matthews","TOR","F",324,"PE60",13,82.5,"Entries"
"308","Auston Matthews","TOR","F",324,"PX60",11.7,92.4,"Exits"
"309","Auston Matthews","TOR","F",324,"iSF60",14.6,91.7,"Shot Contributions"
"310","Auston Matthews","TOR","F",324,"isA60",20.4,91,"Shot Contributions"
"311","Auston Matthews","TOR","F",324,"PEperc",73.7,95.9,"Entries"
"312","Auston Matthews","TOR","F",324,"PXperc",75,95.1,"Exits"
"313","Barclay Goodrow","S.J/T.B","F",206,"PE60",5.3,9.3,"Entries"
"314","Barclay Goodrow","S.J/T.B","F",206,"PX60",5,8.3,"Exits"
"315","Barclay Goodrow","S.J/T.B","F",206,"iSF60",8.5,31.3,"Shot Contributions"
"316","Barclay Goodrow","S.J/T.B","F",206,"isA60",12.8,39.5,"Shot Contributions"
"317","Barclay Goodrow","S.J/T.B","F",206,"PEperc",36.7,11.3,"Entries"
"318","Barclay Goodrow","S.J/T.B","F",206,"PXperc",40.5,5.6,"Exits"
"319","Barrett Hayton","ARI","F",105,"PE60",13.1,83.7,"Entries"
"320","Barrett Hayton","ARI","F",105,"PX60",4.6,6.1,"Exits"
"321","Barrett Hayton","ARI","F",105,"iSF60",7.4,21,"Shot Contributions"
"322","Barrett Hayton","ARI","F",105,"isA60",13.1,41.9,"Shot Contributions"
"323","Barrett Hayton","ARI","F",105,"PEperc",69.7,92.3,"Entries"
"324","Barrett Hayton","ARI","F",105,"PXperc",36.4,2.4,"Exits"
"325","Ben Chiarot","MTL","D",234,"PE60",1,22.2,"Entries"
"326","Ben Chiarot","MTL","D",234,"PX60",12.8,88,"Exits"
"327","Ben Chiarot","MTL","D",234,"PEA60",15.4,19.5,"Entries Allowed"
"328","Ben Chiarot","MTL","D",234,"iSF60",10.2,50.7,"Shot Contributions"
"329","Ben Chiarot","MTL","D",234,"isA60",7.7,32,"Shot Contributions"
"330","Ben Chiarot","MTL","D",234,"PEperc",20,23.4,"Entries"
"331","Ben Chiarot","MTL","D",234,"PXperc",53.8,79.6,"Exits"
"332","Ben Chiarot","MTL","D",234,"PEAperc",77.9,8.4,"Entries Allowed"
"333","Ben Hutton","L.A","D",176,"PE60",1.7,35.4,"Entries"
"334","Ben Hutton","L.A","D",176,"PX60",8.2,36.3,"Exits"
"335","Ben Hutton","L.A","D",176,"PEA60",13.7,41.1,"Entries Allowed"
"336","Ben Hutton","L.A","D",176,"iSF60",10.9,61.1,"Shot Contributions"
"337","Ben Hutton","L.A","D",176,"isA60",7.5,30.1,"Shot Contributions"
"338","Ben Hutton","L.A","D",176,"PEperc",18.5,20.6,"Entries"
"339","Ben Hutton","L.A","D",176,"PXperc",36.9,17.5,"Exits"
"340","Ben Hutton","L.A","D",176,"PEAperc",59.7,89,"Entries Allowed"
