"","Player","Team","Pos","TOI","type_name","raw_value","percentile","category"
"2831","Oscar Fantenberg","VAN","D",132,"PXperc",54,80.3,"Exits"
"2832","Oscar Fantenberg","VAN","D",132,"PEAperc",63.3,76.3,"Entries Allowed"
"2833","Oscar Klefbom","EDM","D",370,"PE60",2.3,47.8,"Entries"
"2834","Oscar Klefbom","EDM","D",370,"PX60",9.7,56.2,"Exits"
"2835","Oscar Klefbom","EDM","D",370,"PEA60",13.5,44.2,"Entries Allowed"
"2836","Oscar Klefbom","EDM","D",370,"iSF60",12.3,79,"Shot Contributions"
"2837","Oscar Klefbom","EDM","D",370,"isA60",6.6,20.7,"Shot Contributions"
"2838","Oscar Klefbom","EDM","D",370,"PEperc",33.3,56.1,"Entries"
"2839","Oscar Klefbom","EDM","D",370,"PXperc",48.8,62.1,"Exits"
"2840","Oscar Klefbom","EDM","D",370,"PEAperc",70.3,38.4,"Entries Allowed"
"2841","Oskar Lindblom","PHI","F",261,"PE60",8.7,38.2,"Entries"
"2842","Oskar Lindblom","PHI","F",261,"PX60",6.4,22.4,"Exits"
"2843","Oskar Lindblom","PHI","F",261,"iSF60",10.6,56.2,"Shot Contributions"
"2844","Oskar Lindblom","PHI","F",261,"isA60",12.4,36.2,"Shot Contributions"
"2845","Oskar Lindblom","PHI","F",261,"PEperc",51.4,48.3,"Entries"
"2846","Oskar Lindblom","PHI","F",261,"PXperc",57.1,49,"Exits"
"2847","Oskar Sundqvist","STL","F",221,"PE60",8.4,34.6,"Entries"
"2848","Oskar Sundqvist","STL","F",221,"PX60",10.3,80.8,"Exits"
"2849","Oskar Sundqvist","STL","F",221,"iSF60",13.6,85.7,"Shot Contributions"
"2850","Oskar Sundqvist","STL","F",221,"isA60",12.5,36.7,"Shot Contributions"
"2851","Oskar Sundqvist","STL","F",221,"PEperc",40.3,17.7,"Entries"
"2852","Oskar Sundqvist","STL","F",221,"PXperc",63.3,71.1,"Exits"
"2853","P.K. Subban","N.J","D",196,"PE60",2.1,44.9,"Entries"
"2854","P.K. Subban","N.J","D",196,"PX60",11.6,78.4,"Exits"
"2855","P.K. Subban","N.J","D",196,"PEA60",11.9,66.6,"Entries Allowed"
"2856","P.K. Subban","N.J","D",196,"iSF60",12.9,84.3,"Shot Contributions"
"2857","P.K. Subban","N.J","D",196,"isA60",10.1,63.8,"Shot Contributions"
"2858","P.K. Subban","N.J","D",196,"PEperc",31.8,52.2,"Entries"
"2859","P.K. Subban","N.J","D",196,"PXperc",41.3,31.7,"Exits"
"2860","P.K. Subban","N.J","D",196,"PEAperc",69.6,42.3,"Entries Allowed"
"2861","Par Lindholm","BOS","F",114,"PE60",5.8,12.2,"Entries"
"2862","Par Lindholm","BOS","F",114,"PX60",5.3,10.5,"Exits"
"2863","Par Lindholm","BOS","F",114,"iSF60",7.9,25.4,"Shot Contributions"
"2864","Par Lindholm","BOS","F",114,"isA60",12.6,37.8,"Shot Contributions"
"2865","Par Lindholm","BOS","F",114,"PEperc",37.9,13.2,"Entries"
"2866","Par Lindholm","BOS","F",114,"PXperc",50,24.3,"Exits"
"2867","Pat Maroon","T.B","F",191,"PE60",6.9,20,"Entries"
"2868","Pat Maroon","T.B","F",191,"PX60",6.6,24.2,"Exits"
"2869","Pat Maroon","T.B","F",191,"iSF60",7.5,21.9,"Shot Contributions"
"2870","Pat Maroon","T.B","F",191,"isA60",16,65.9,"Shot Contributions"
"2871","Pat Maroon","T.B","F",191,"PEperc",33.3,6.9,"Entries"
"2872","Pat Maroon","T.B","F",191,"PXperc",56.8,47.6,"Exits"
"2873","Patric Hornqvist","PIT","F",146,"PE60",4.5,6.2,"Entries"
"2874","Patric Hornqvist","PIT","F",146,"PX60",7.8,42.7,"Exits"
"2875","Patric Hornqvist","PIT","F",146,"iSF60",8.6,33.1,"Shot Contributions"
"2876","Patric Hornqvist","PIT","F",146,"isA60",10.7,23.4,"Shot Contributions"
"2877","Patric Hornqvist","PIT","F",146,"PEperc",32.4,5.9,"Entries"
"2878","Patric Hornqvist","PIT","F",146,"PXperc",59.4,57.3,"Exits"
"2879","Patrice Bergeron","BOS","F",195,"PE60",5.5,10.8,"Entries"
"2880","Patrice Bergeron","BOS","F",195,"PX60",5.9,15.7,"Exits"
"2881","Patrice Bergeron","BOS","F",195,"iSF60",10.8,58.7,"Shot Contributions"
"2882","Patrice Bergeron","BOS","F",195,"isA60",18.5,82.8,"Shot Contributions"
"2883","Patrice Bergeron","BOS","F",195,"PEperc",35.3,9.3,"Entries"
"2884","Patrice Bergeron","BOS","F",195,"PXperc",50,24.3,"Exits"
"2885","Patrick Kane","CHI","F",309,"PE60",17.8,99.1,"Entries"
"2886","Patrick Kane","CHI","F",309,"PX60",14.9,99.8,"Exits"
"2887","Patrick Kane","CHI","F",309,"iSF60",14.4,90.4,"Shot Contributions"
"2888","Patrick Kane","CHI","F",309,"isA60",21.1,93.5,"Shot Contributions"
"2889","Patrick Kane","CHI","F",309,"PEperc",68.1,90.3,"Entries"
"2890","Patrick Kane","CHI","F",309,"PXperc",74,94.1,"Exits"
"2891","Patrick Marleau","PIT/S.J","F",204,"PE60",3.8,4.1,"Entries"
"2892","Patrick Marleau","PIT/S.J","F",204,"PX60",5,8.6,"Exits"
"2893","Patrick Marleau","PIT/S.J","F",204,"iSF60",8.2,28.8,"Shot Contributions"
"2894","Patrick Marleau","PIT/S.J","F",204,"isA60",9.7,17.5,"Shot Contributions"
"2895","Patrick Marleau","PIT/S.J","F",204,"PEperc",27.1,2.4,"Entries"
"2896","Patrick Marleau","PIT/S.J","F",204,"PXperc",45.9,14,"Exits"
"2897","Patrick Russell","EDM","F",185,"PE60",7.8,28.1,"Entries"
"2898","Patrick Russell","EDM","F",185,"PX60",6.2,19,"Exits"
"2899","Patrick Russell","EDM","F",185,"iSF60",12,72.1,"Shot Contributions"
"2900","Patrick Russell","EDM","F",185,"isA60",9.7,17.6,"Shot Contributions"
"2901","Patrick Russell","EDM","F",185,"PEperc",36.4,10.8,"Entries"
"2902","Patrick Russell","EDM","F",185,"PXperc",45.2,12.6,"Exits"
"2903","Patrik Laine","WPG","F",269,"PE60",11.4,68.3,"Entries"
"2904","Patrik Laine","WPG","F",269,"PX60",14.3,99.5,"Exits"
"2905","Patrik Laine","WPG","F",269,"iSF60",13,81,"Shot Contributions"
"2906","Patrik Laine","WPG","F",269,"isA60",17,73.2,"Shot Contributions"
"2907","Patrik Laine","WPG","F",269,"PEperc",61.4,77.8,"Entries"
"2908","Patrik Laine","WPG","F",269,"PXperc",72.7,92.5,"Exits"
"2909","Patrik Nemeth","DET","D",176,"PE60",2.4,50.3,"Entries"
"2910","Patrik Nemeth","DET","D",176,"PX60",8.5,40,"Exits"
"2911","Patrik Nemeth","DET","D",176,"PEA60",13.3,47.2,"Entries Allowed"
"2912","Patrik Nemeth","DET","D",176,"iSF60",8.8,30.5,"Shot Contributions"
"2913","Patrik Nemeth","DET","D",176,"isA60",9.2,51.7,"Shot Contributions"
"2914","Patrik Nemeth","DET","D",176,"PEperc",25.9,36.9,"Entries"
"2915","Patrik Nemeth","DET","D",176,"PXperc",43.9,41.8,"Exits"
"2916","Patrik Nemeth","DET","D",176,"PEAperc",61.9,81.9,"Entries Allowed"
"2917","Paul Byron","MTL","F",106,"PE60",8.5,35.6,"Entries"
"2918","Paul Byron","MTL","F",106,"PX60",6.2,19.9,"Exits"
"2919","Paul Byron","MTL","F",106,"iSF60",7.9,25.8,"Shot Contributions"
"2920","Paul Byron","MTL","F",106,"isA60",14.2,50.8,"Shot Contributions"
"2921","Paul Byron","MTL","F",106,"PEperc",51.7,49.5,"Entries"
"2922","Paul Byron","MTL","F",106,"PXperc",78.6,97.7,"Exits"
"2923","Paul Stastny","VGK","F",185,"PE60",5.5,10.7,"Entries"
"2924","Paul Stastny","VGK","F",185,"PX60",4.6,6,"Exits"
"2925","Paul Stastny","VGK","F",185,"iSF60",6.2,11.8,"Shot Contributions"
"2926","Paul Stastny","VGK","F",185,"isA60",15,57.4,"Shot Contributions"
"2927","Paul Stastny","VGK","F",185,"PEperc",58.6,70.5,"Entries"
"2928","Paul Stastny","VGK","F",185,"PXperc",66.7,80.8,"Exits"
"2929","Pavel Buchnevich","NYR","F",246,"PE60",10.7,61.3,"Entries"
"2930","Pavel Buchnevich","NYR","F",246,"PX60",10.7,85.3,"Exits"
"2931","Pavel Buchnevich","NYR","F",246,"iSF60",8.1,27,"Shot Contributions"
"2932","Pavel Buchnevich","NYR","F",246,"isA60",12.9,40.4,"Shot Contributions"
"2933","Pavel Buchnevich","NYR","F",246,"PEperc",56.4,64.1,"Entries"
"2934","Pavel Buchnevich","NYR","F",246,"PXperc",64.7,75.4,"Exits"
"2935","Pavel Zacha","N.J","F",104,"PE60",6.9,20,"Entries"
"2936","Pavel Zacha","N.J","F",104,"PX60",9.8,73.9,"Exits"
"2937","Pavel Zacha","N.J","F",104,"iSF60",2.3,0.9,"Shot Contributions"
"2938","Pavel Zacha","N.J","F",104,"isA60",15.5,62.1,"Shot Contributions"
"2939","Pavel Zacha","N.J","F",104,"PEperc",85.7,99.7,"Entries"
"2940","Pavel Zacha","N.J","F",104,"PXperc",73.9,94,"Exits"
"2941","Phil Kessel","ARI","F",229,"PE60",13.9,88.5,"Entries"
"2942","Phil Kessel","ARI","F",229,"PX60",8.9,60.8,"Exits"
"2943","Phil Kessel","ARI","F",229,"iSF60",12.3,75.1,"Shot Contributions"
"2944","Phil Kessel","ARI","F",229,"isA60",14.7,54.9,"Shot Contributions"
"2945","Phil Kessel","ARI","F",229,"PEperc",72.6,95.1,"Entries"
"2946","Phil Kessel","ARI","F",229,"PXperc",60.7,62.2,"Exits"
"2947","Philippe Myers","PHI","D",292,"PE60",3.3,70,"Entries"
"2948","Philippe Myers","PHI","D",292,"PX60",9.4,52.5,"Exits"
"2949","Philippe Myers","PHI","D",292,"PEA60",12.9,52,"Entries Allowed"
"2950","Philippe Myers","PHI","D",292,"iSF60",11.3,66.2,"Shot Contributions"
"2951","Philippe Myers","PHI","D",292,"isA60",6.6,20,"Shot Contributions"
"2952","Philippe Myers","PHI","D",292,"PEperc",41,74.6,"Entries"
"2953","Philippe Myers","PHI","D",292,"PXperc",44.2,43.3,"Exits"
"2954","Philippe Myers","PHI","D",292,"PEAperc",61.8,82.4,"Entries Allowed"
"2955","Phillip Danault","MTL","F",177,"PE60",14.9,93.4,"Entries"
"2956","Phillip Danault","MTL","F",177,"PX60",9.1,64.6,"Exits"
"2957","Phillip Danault","MTL","F",177,"iSF60",9.1,38.9,"Shot Contributions"
"2958","Phillip Danault","MTL","F",177,"isA60",20.7,92,"Shot Contributions"
"2959","Phillip Danault","MTL","F",177,"PEperc",73.3,95.7,"Entries"
"2960","Phillip Danault","MTL","F",177,"PXperc",54,37.4,"Exits"
"2961","Pierre-Edouard Bellemare","COL","F",204,"PE60",10,52.8,"Entries"
"2962","Pierre-Edouard Bellemare","COL","F",204,"PX60",7.7,40.1,"Exits"
"2963","Pierre-Edouard Bellemare","COL","F",204,"iSF60",7.4,20.5,"Shot Contributions"
"2964","Pierre-Edouard Bellemare","COL","F",204,"isA60",18.5,83,"Shot Contributions"
"2965","Pierre-Edouard Bellemare","COL","F",204,"PEperc",48.6,39.6,"Entries"
"2966","Pierre-Edouard Bellemare","COL","F",204,"PXperc",49.1,21.6,"Exits"
"2967","Pierre-Luc Dubois","CBJ","F",387,"PE60",16.4,97.5,"Entries"
"2968","Pierre-Luc Dubois","CBJ","F",387,"PX60",10.4,81.7,"Exits"
"2969","Pierre-Luc Dubois","CBJ","F",387,"iSF60",11.3,64.9,"Shot Contributions"
"2970","Pierre-Luc Dubois","CBJ","F",387,"isA60",20,89.8,"Shot Contributions"
"2971","Pierre-Luc Dubois","CBJ","F",387,"PEperc",72.1,94.7,"Entries"
"2972","Pierre-Luc Dubois","CBJ","F",387,"PXperc",67,81.6,"Exits"
"2973","Pierre Engvall","TOR","F",121,"PE60",12.4,78.2,"Entries"
"2974","Pierre Engvall","TOR","F",121,"PX60",6.5,22.6,"Exits"
"2975","Pierre Engvall","TOR","F",121,"iSF60",15.9,96.2,"Shot Contributions"
"2976","Pierre Engvall","TOR","F",121,"isA60",10.9,25.1,"Shot Contributions"
"2977","Pierre Engvall","TOR","F",121,"PEperc",71.4,94.1,"Entries"
"2978","Pierre Engvall","TOR","F",121,"PXperc",61.9,66.4,"Exits"
"2979","Quinn Hughes","VAN","D",293,"PE60",3.7,77.5,"Entries"
"2980","Quinn Hughes","VAN","D",293,"PX60",16.6,99.3,"Exits"
"2981","Quinn Hughes","VAN","D",293,"PEA60",14.8,26.2,"Entries Allowed"
"2982","Quinn Hughes","VAN","D",293,"iSF60",11.7,71.5,"Shot Contributions"
"2983","Quinn Hughes","VAN","D",293,"isA60",16,99.1,"Shot Contributions"
"2984","Quinn Hughes","VAN","D",293,"PEperc",56.2,95.2,"Entries"
"2985","Quinn Hughes","VAN","D",293,"PXperc",61.4,94.8,"Exits"
"2986","Quinn Hughes","VAN","D",293,"PEAperc",66.7,59.1,"Entries Allowed"
"2987","Radek Faksa","DAL","F",211,"PE60",7.4,24.3,"Entries"
"2988","Radek Faksa","DAL","F",211,"PX60",6,16.9,"Exits"
"2989","Radek Faksa","DAL","F",211,"iSF60",10.5,55.4,"Shot Contributions"
"2990","Radek Faksa","DAL","F",211,"isA60",9.1,14.3,"Shot Contributions"
"2991","Radek Faksa","DAL","F",211,"PEperc",46.4,33.2,"Entries"
"2992","Radek Faksa","DAL","F",211,"PXperc",58.3,53.5,"Exits"
"2993","Radim Simek","S.J","D",178,"PE60",2,42.3,"Entries"
"2994","Radim Simek","S.J","D",178,"PX60",7.1,23.5,"Exits"
"2995","Radim Simek","S.J","D",178,"PEA60",12.8,53.8,"Entries Allowed"
"2996","Radim Simek","S.J","D",178,"iSF60",5.7,4.6,"Shot Contributions"
"2997","Radim Simek","S.J","D",178,"isA60",9.4,55.3,"Shot Contributions"
"2998","Radim Simek","S.J","D",178,"PEperc",27.3,40.3,"Entries"
"2999","Radim Simek","S.J","D",178,"PXperc",32.8,8.6,"Exits"
"3000","Radim Simek","S.J","D",178,"PEAperc",62.3,80.4,"Entries Allowed"
"3001","Radko Gudas","WSH","D",238,"PE60",1.5,31.4,"Entries"
"3002","Radko Gudas","WSH","D",238,"PX60",11.4,75.8,"Exits"
"3003","Radko Gudas","WSH","D",238,"PEA60",10.9,79.7,"Entries Allowed"
"3004","Radko Gudas","WSH","D",238,"iSF60",11.9,73.8,"Shot Contributions"
"3005","Radko Gudas","WSH","D",238,"isA60",8.3,40.4,"Shot Contributions"
"3006","Radko Gudas","WSH","D",238,"PEperc",25,34.6,"Entries"
"3007","Radko Gudas","WSH","D",238,"PXperc",50,66.8,"Exits"
"3008","Radko Gudas","WSH","D",238,"PEAperc",64.2,72.1,"Entries Allowed"
"3009","Rasmus Andersson","CGY","D",252,"PE60",2.6,55.9,"Entries"
"3010","Rasmus Andersson","CGY","D",252,"PX60",15.3,97.7,"Exits"
"3011","Rasmus Andersson","CGY","D",252,"PEA60",14.1,35.3,"Entries Allowed"
"3012","Rasmus Andersson","CGY","D",252,"iSF60",11.2,65,"Shot Contributions"
"3013","Rasmus Andersson","CGY","D",252,"isA60",10.3,65.8,"Shot Contributions"
"3014","Rasmus Andersson","CGY","D",252,"PEperc",22.4,28.7,"Entries"
"3015","Rasmus Andersson","CGY","D",252,"PXperc",64.6,97.5,"Exits"
"3016","Rasmus Andersson","CGY","D",252,"PEAperc",79.7,5.1,"Entries Allowed"
"3017","Rasmus Dahlin","BUF","D",268,"PE60",3.1,66.9,"Entries"
"3018","Rasmus Dahlin","BUF","D",268,"PX60",11.6,78.5,"Exits"
"3019","Rasmus Dahlin","BUF","D",268,"PEA60",10.5,83.2,"Entries Allowed"
"3020","Rasmus Dahlin","BUF","D",268,"iSF60",10.3,51.6,"Shot Contributions"
"3021","Rasmus Dahlin","BUF","D",268,"isA60",13.4,93.1,"Shot Contributions"
"3022","Rasmus Dahlin","BUF","D",268,"PEperc",38.9,69.9,"Entries"
"3023","Rasmus Dahlin","BUF","D",268,"PXperc",59.1,91.7,"Exits"
"3024","Rasmus Dahlin","BUF","D",268,"PEAperc",67.1,56.4,"Entries Allowed"
"3025","Rasmus Ristolainen","BUF","D",316,"PE60",1,21,"Entries"
"3026","Rasmus Ristolainen","BUF","D",316,"PX60",8.4,38.3,"Exits"
"3027","Rasmus Ristolainen","BUF","D",316,"PEA60",16.7,8.4,"Entries Allowed"
"3028","Rasmus Ristolainen","BUF","D",316,"iSF60",9.5,39.8,"Shot Contributions"
"3029","Rasmus Ristolainen","BUF","D",316,"isA60",6.1,15.7,"Shot Contributions"
"3030","Rasmus Ristolainen","BUF","D",316,"PEperc",13.9,13,"Entries"
"3031","Rasmus Ristolainen","BUF","D",316,"PXperc",42.3,35.6,"Exits"
"3032","Rasmus Ristolainen","BUF","D",316,"PEAperc",71.5,32,"Entries Allowed"
"3033","Reilly Smith","VGK","F",193,"PE60",12.1,75.5,"Entries"
"3034","Reilly Smith","VGK","F",193,"PX60",9.6,72,"Exits"
"3035","Reilly Smith","VGK","F",193,"iSF60",12.1,73.4,"Shot Contributions"
"3036","Reilly Smith","VGK","F",193,"isA60",19.9,89.3,"Shot Contributions"
"3037","Reilly Smith","VGK","F",193,"PEperc",52,50.4,"Entries"
"3038","Reilly Smith","VGK","F",193,"PXperc",51.7,29.5,"Exits"
"3039","Richard Panik","WSH","F",154,"PE60",10.5,58.7,"Entries"
"3040","Richard Panik","WSH","F",154,"PX60",5.8,15.6,"Exits"
"3041","Richard Panik","WSH","F",154,"iSF60",13.6,86.1,"Shot Contributions"
"3042","Richard Panik","WSH","F",154,"isA60",14.8,56.1,"Shot Contributions"
"3043","Richard Panik","WSH","F",154,"PEperc",55.1,60.2,"Entries"
"3044","Richard Panik","WSH","F",154,"PXperc",46.9,16.1,"Exits"
"3045","Rickard Rakell","ANA","F",205,"PE60",12,74.6,"Entries"
"3046","Rickard Rakell","ANA","F",205,"PX60",9.1,63.9,"Exits"
"3047","Rickard Rakell","ANA","F",205,"iSF60",11.1,62.8,"Shot Contributions"
"3048","Rickard Rakell","ANA","F",205,"isA60",13.2,42.5,"Shot Contributions"
"3049","Rickard Rakell","ANA","F",205,"PEperc",50,44,"Entries"
"3050","Rickard Rakell","ANA","F",205,"PXperc",55.4,42.3,"Exits"
"3051","Riley Nash","CBJ","F",230,"PE60",6.5,17.1,"Entries"
"3052","Riley Nash","CBJ","F",230,"PX60",10.4,82.2,"Exits"
"3053","Riley Nash","CBJ","F",230,"iSF60",5.7,9.4,"Shot Contributions"
"3054","Riley Nash","CBJ","F",230,"isA60",10.7,23.5,"Shot Contributions"
"3055","Riley Nash","CBJ","F",230,"PEperc",38.5,14.2,"Entries"
"3056","Riley Nash","CBJ","F",230,"PXperc",51.9,30.4,"Exits"
"3057","Riley Sheahan","EDM","F",232,"PE60",7.5,25.5,"Entries"
"3058","Riley Sheahan","EDM","F",232,"PX60",4.9,8.1,"Exits"
"3059","Riley Sheahan","EDM","F",232,"iSF60",5.4,7.9,"Shot Contributions"
"3060","Riley Sheahan","EDM","F",232,"isA60",11.1,26.5,"Shot Contributions"
"3061","Riley Sheahan","EDM","F",232,"PEperc",50.9,46.8,"Entries"
"3062","Riley Sheahan","EDM","F",232,"PXperc",42.2,7.7,"Exits"
"3063","Robby Fabbri","DET/STL","F",131,"PE60",8.7,38.1,"Entries"
"3064","Robby Fabbri","DET/STL","F",131,"PX60",5.5,12.5,"Exits"
"3065","Robby Fabbri","DET/STL","F",131,"iSF60",5.5,8.3,"Shot Contributions"
"3066","Robby Fabbri","DET/STL","F",131,"isA60",11.9,32.4,"Shot Contributions"
"3067","Robby Fabbri","DET/STL","F",131,"PEperc",70.4,93,"Entries"
"3068","Robby Fabbri","DET/STL","F",131,"PXperc",52.2,31.1,"Exits"
"3069","Robert Hagg","PHI","D",248,"PE60",2.7,56.7,"Entries"
"3070","Robert Hagg","PHI","D",248,"PX60",3.1,2.1,"Exits"
"3071","Robert Hagg","PHI","D",248,"PEA60",15.5,18.2,"Entries Allowed"
"3072","Robert Hagg","PHI","D",248,"iSF60",7.7,17.7,"Shot Contributions"
"3073","Robert Hagg","PHI","D",248,"isA60",4.8,7.6,"Shot Contributions"
"3074","Robert Hagg","PHI","D",248,"PEperc",50,89.5,"Entries"
"3075","Robert Hagg","PHI","D",248,"PXperc",21,0.5,"Exits"
"3076","Robert Hagg","PHI","D",248,"PEAperc",69.6,42.7,"Entries Allowed"
"3077","Robert Thomas","STL","F",225,"PE60",13.6,86.8,"Entries"
"3078","Robert Thomas","STL","F",225,"PX60",13,97.8,"Exits"
"3079","Robert Thomas","STL","F",225,"iSF60",5.9,10,"Shot Contributions"
"3080","Robert Thomas","STL","F",225,"isA60",17.8,78.9,"Shot Contributions"
"3081","Robert Thomas","STL","F",225,"PEperc",59.3,72.3,"Entries"
"3082","Robert Thomas","STL","F",225,"PXperc",80.3,98.4,"Exits"
"3083","Rocco Grimaldi","NSH","F",232,"PE60",11.6,70.8,"Entries"
"3084","Rocco Grimaldi","NSH","F",232,"PX60",11.4,90.6,"Exits"
"3085","Rocco Grimaldi","NSH","F",232,"iSF60",10.1,50.2,"Shot Contributions"
"3086","Rocco Grimaldi","NSH","F",232,"isA60",16.3,68.2,"Shot Contributions"
"3087","Rocco Grimaldi","NSH","F",232,"PEperc",48.9,40.6,"Entries"
"3088","Rocco Grimaldi","NSH","F",232,"PXperc",65.7,78.1,"Exits"
"3089","Roman Josi","NSH","D",339,"PE60",15.7,100,"Entries"
"3090","Roman Josi","NSH","D",339,"PX60",14.3,95.4,"Exits"
"3091","Roman Josi","NSH","D",339,"PEA60",10.4,84,"Entries Allowed"
"3092","Roman Josi","NSH","D",339,"iSF60",17.5,99.7,"Shot Contributions"
"3093","Roman Josi","NSH","D",339,"isA60",19.8,100,"Shot Contributions"
"3094","Roman Josi","NSH","D",339,"PEperc",79.5,99.9,"Entries"
"3095","Roman Josi","NSH","D",339,"PXperc",66.9,98.6,"Exits"
"3096","Roman Josi","NSH","D",339,"PEAperc",68.6,48.1,"Entries Allowed"
"3097","Roman Polak","DAL","D",137,"PE60",1.8,36.5,"Entries"
"3098","Roman Polak","DAL","D",137,"PX60",4,3.9,"Exits"
"3099","Roman Polak","DAL","D",137,"PEA60",12.3,61.3,"Entries Allowed"
"3100","Roman Polak","DAL","D",137,"iSF60",6.2,6.3,"Shot Contributions"
"3101","Roman Polak","DAL","D",137,"isA60",3.5,3,"Shot Contributions"
"3102","Roman Polak","DAL","D",137,"PEperc",25,34.6,"Entries"
"3103","Roman Polak","DAL","D",137,"PXperc",27.3,2.6,"Exits"
"3104","Roman Polak","DAL","D",137,"PEAperc",70,40.3,"Entries Allowed"
"3105","Ron Hainsey","OTT","D",174,"PE60",0.3,12.5,"Entries"
"3106","Ron Hainsey","OTT","D",174,"PX60",7.2,25,"Exits"
"3107","Ron Hainsey","OTT","D",174,"PEA60",15.8,14.9,"Entries Allowed"
"3108","Ron Hainsey","OTT","D",174,"iSF60",6.9,10.6,"Shot Contributions"
"3109","Ron Hainsey","OTT","D",174,"isA60",5.5,11.4,"Shot Contributions"
"3110","Ron Hainsey","OTT","D",174,"PEperc",9.1,7.4,"Entries"
"3111","Ron Hainsey","OTT","D",174,"PXperc",36.2,15.7,"Exits"
"3112","Ron Hainsey","OTT","D",174,"PEAperc",64.8,69.1,"Entries Allowed"
"3113","Roope Hintz","DAL","F",166,"PE60",11.2,66.1,"Entries"
"3114","Roope Hintz","DAL","F",166,"PX60",7.9,44.8,"Exits"
"3115","Roope Hintz","DAL","F",166,"iSF60",15.9,96.1,"Shot Contributions"
"3116","Roope Hintz","DAL","F",166,"isA60",11.2,26.8,"Shot Contributions"
"3117","Roope Hintz","DAL","F",166,"PEperc",63.3,81.9,"Entries"
"3118","Roope Hintz","DAL","F",166,"PXperc",50,24.3,"Exits"
"3119","Ryan Carpenter","CHI","F",208,"PE60",6.9,20.3,"Entries"
"3120","Ryan Carpenter","CHI","F",208,"PX60",7.5,37.8,"Exits"
"3121","Ryan Carpenter","CHI","F",208,"iSF60",4.6,4.9,"Shot Contributions"
"3122","Ryan Carpenter","CHI","F",208,"isA60",10.1,19.8,"Shot Contributions"
"3123","Ryan Carpenter","CHI","F",208,"PEperc",44.4,27.6,"Entries"
"3124","Ryan Carpenter","CHI","F",208,"PXperc",42.6,8.2,"Exits"
"3125","Ryan Donato","MIN","F",165,"PE60",7.6,26.7,"Entries"
"3126","Ryan Donato","MIN","F",165,"PX60",6.6,23.8,"Exits"
"3127","Ryan Donato","MIN","F",165,"iSF60",12,72.3,"Shot Contributions"
"3128","Ryan Donato","MIN","F",165,"isA60",9.5,16.2,"Shot Contributions"
"3129","Ryan Donato","MIN","F",165,"PEperc",35.6,9.7,"Entries"
"3130","Ryan Donato","MIN","F",165,"PXperc",38.3,3.6,"Exits"
"3131","Ryan Dzingel","CAR","F",298,"PE60",7.9,28.8,"Entries"
"3132","Ryan Dzingel","CAR","F",298,"PX60",6.6,25,"Exits"
"3133","Ryan Dzingel","CAR","F",298,"iSF60",9.3,40.3,"Shot Contributions"
"3134","Ryan Dzingel","CAR","F",298,"isA60",11.5,28.9,"Shot Contributions"
"3135","Ryan Dzingel","CAR","F",298,"PEperc",44.8,28.7,"Entries"
"3136","Ryan Dzingel","CAR","F",298,"PXperc",47.1,16.7,"Exits"
"3137","Ryan Ellis","NSH","D",336,"PE60",2.5,53.1,"Entries"
"3138","Ryan Ellis","NSH","D",336,"PX60",11.8,80.1,"Exits"
"3139","Ryan Ellis","NSH","D",336,"PEA60",11.8,68.4,"Entries Allowed"
"3140","Ryan Ellis","NSH","D",336,"iSF60",12.3,79.1,"Shot Contributions"
"3141","Ryan Ellis","NSH","D",336,"isA60",12.9,90.2,"Shot Contributions"
"3142","Ryan Ellis","NSH","D",336,"PEperc",34.1,58.2,"Entries"
"3143","Ryan Ellis","NSH","D",336,"PXperc",54.5,81.9,"Exits"
"3144","Ryan Ellis","NSH","D",336,"PEAperc",68.8,47.3,"Entries Allowed"
"3145","Ryan Getzlaf","ANA","F",254,"PE60",9.7,49.1,"Entries"
"3146","Ryan Getzlaf","ANA","F",254,"PX60",10.2,79,"Exits"
"3147","Ryan Getzlaf","ANA","F",254,"iSF60",8.5,31.8,"Shot Contributions"
"3148","Ryan Getzlaf","ANA","F",254,"isA60",21,93.2,"Shot Contributions"
"3149","Ryan Getzlaf","ANA","F",254,"PEperc",50.6,46,"Entries"
"3150","Ryan Getzlaf","ANA","F",254,"PXperc",60.6,61.7,"Exits"
"3151","Ryan Graves","COL","D",299,"PE60",3,64.3,"Entries"
"3152","Ryan Graves","COL","D",299,"PX60",8.8,44.3,"Exits"
"3153","Ryan Graves","COL","D",299,"PEA60",12.2,62.4,"Entries Allowed"
"3154","Ryan Graves","COL","D",299,"iSF60",14.6,95.4,"Shot Contributions"
"3155","Ryan Graves","COL","D",299,"isA60",8.2,38.9,"Shot Contributions"
"3156","Ryan Graves","COL","D",299,"PEperc",32.6,54.2,"Entries"
"3157","Ryan Graves","COL","D",299,"PXperc",46.3,52,"Exits"
"3158","Ryan Graves","COL","D",299,"PEAperc",64.9,68.6,"Entries Allowed"
"3159","Ryan Hartman","MIN","F",191,"PE60",10.4,56.9,"Entries"
"3160","Ryan Hartman","MIN","F",191,"PX60",10.7,84.6,"Exits"
"3161","Ryan Hartman","MIN","F",191,"iSF60",11,61,"Shot Contributions"
"3162","Ryan Hartman","MIN","F",191,"isA60",11.6,29.9,"Shot Contributions"
"3163","Ryan Hartman","MIN","F",191,"PEperc",52.4,51.6,"Entries"
